,index,CLEANED REASON,REASON,AVG SCORE,TO USER ACCOUNT,DATE,category
10994,1152,check call tomorrow ,for our check-in call tomorrow. ,2.33,cuidadopeligro#4788,2022-08-10T22:00:00.000Z,
10995,1153,come back vacat ,for coming back from vacations ,3.0,Carlos096#8712,2022-07-25T22:00:00.000Z,
11017,1175,ad katya notion ,for adding Katya to Notion ,6.5,WhyldWanderer#7002,2022-07-25T22:00:00.000Z,
11020,1178,great dev team ,for being a great dev team! ,6.5,paxthemax#4454,2022-07-27T22:00:00.000Z,
11022,1180,best buddi ever ,for being the best Buddy ever ,4.6,MoeNick#1374,2022-07-25T22:00:00.000Z,
11023,1181,great dev mate ,for being great dev mates ,7.0,Cherik#4711,2022-08-10T22:00:00.000Z,
11027,1185,take vacat ,for taking vacation! ,2.2,mohammad_ranjbar_z#2709,2022-08-10T22:00:00.000Z,
11029,1187,strong back ,for being strong and being back ,3.15,freshelle#9882,2022-07-28T22:00:00.000Z,
11030,1188,connect digit world ,for connecting me with digital world. ,6.0,Cotabe#4096,2022-08-09T22:00:00.000Z,
11031,1189,encourag support first project nomin nation butterfli center mission texa ,"and for their encouragement and support with my first project nomination: National Butterfly Center in Mission, Texas. (from ) ",7.0,geleeroyale#3228,2022-08-04T22:00:00.000Z,
11032,1190,interest givpow test part ,for the interest in the GIVpower testing part ,7.0,ClaraZi#5313,2022-08-03T22:00:00.000Z,
11033,1191,take time ,for taking some time off ,2.2,mohammad_ranjbar_z#2709,2022-08-10T22:00:00.000Z,
11034,1192,great comm ,for doing great comms ,7.0,Dr. Suga#8514,2022-08-03T22:00:00.000Z,
11035,1193,great dev team ,for being a great dev team! ,6.0,MoeNick#1374,2022-07-27T22:00:00.000Z,
11036,1194,come test fiesta ,for coming to the test fiesta! ,6.5,Almond | oyealmond#7049,2022-08-11T22:00:00.000Z,
11038,1196,fun check call excit next chapter life hope great time ethberlin ,for our fun check-in call. I'm so excited for the next chapter of your life and hope you have a great time at EthBerlin! ,6.0,luizakp,2022-08-12T22:00:00.000Z,
11039,1197,alway bring smile face whenev read messag ,for always bringing a smile to my face whenever I read your messages! ,6.5,Lilith,2022-08-03T22:00:00.000Z,
11041,1199,great dev team ,for being a great dev team! ,6.0,Amin#2164,2022-07-27T22:00:00.000Z,
11042,1200,awesom devop ,for being awesome devops! ,7.0,geleeroyale#3228,2022-08-03T22:00:00.000Z,
11043,1201,great dev team ,for being a great dev team! ,7.0,Cherik#4711,2022-07-27T22:00:00.000Z,
11044,1202,awesom frontend dev ,for being awesome frontend devs! ,7.0,mateodaza#3156,2022-08-03T22:00:00.000Z,
11045,1203,sync ,for the 1o1 sync ,6.5,Mo 🤖#0356,2022-07-19T22:00:00.000Z,
11046,1204,great dev team ,for being a great dev team! ,6.0,mateodaza#3156,2022-07-27T22:00:00.000Z,
11047,1205,backend devop hero great stuff infrastructur ,backend and devops heroes for doing great stuff under our infrastructure ,6.0,Carlos096#8712,2022-08-03T22:00:00.000Z,
11048,1206,great dev team ,for being a great dev team! ,7.0,geleeroyale#3228,2022-07-27T22:00:00.000Z,
11049,1207,frontend hero ,for being frontend heroes ,4.6,Cherik#4711,2022-07-27T22:00:00.000Z,
11050,1208,take time ,for taking time off! ,7.0,mohammad_ranjbar_z#2709,2022-08-10T22:00:00.000Z,
11051,1209,excit brainstorm commun plan session yesterday ,for exciting brainstorming Community planning session yesterday ,6.5,WhyldWanderer#7002,2022-07-27T22:00:00.000Z,
11052,1210,take short vacay ,for taking short vacays ,7.0,divine_comedian#5493,2022-07-27T22:00:00.000Z,
11053,1211,help   meet week guid light ,and for all the help during our 1:1 meetings this week and for being my guiding light ,6.5,WhyldWanderer#7002,2022-07-20T22:00:00.000Z,
11055,1213,send info reward regen farm end ,for sending me the info on when will the rewards from regen farms end ,6.0,Amin#2164,2022-07-20T22:00:00.000Z,
11056,1214,great team ,for being a great team ,0.65,paxthemax#4454,2022-07-27T22:00:00.000Z,
11057,1215,show love great team member ,for showing love and being a great team member ,4.5,mateodaza#3156,2022-07-27T22:00:00.000Z,
11058,1216,great team ,for being a great team ,4.6,geleeroyale#3228,2022-07-27T22:00:00.000Z,
11060,1218,great team ,for being a great team ,4.6,Cherik#4711,2022-07-27T22:00:00.000Z,
11061,1219,great team ,for being a great team ,3.6,MoeNick#1374,2022-07-27T22:00:00.000Z,
11062,1220,great comeback hero ,for his great comeback and being a hero ,7.0,Carlos096#8712,2022-07-26T22:00:00.000Z,
11064,1222,ad music bot fundrais  session ,for adding the music bot to the Fundraising 101 session ,4.0,WhyldWanderer#7002,2022-07-26T22:00:00.000Z,
11067,1225,care team thank bro 💜 ,"for caring about all team, Thanks bro 💜 ",4.33,mateodaza#3156,2022-07-25T22:00:00.000Z,
11069,1227,great commun build sync yesterday ,for a great Community Building sync yesterday ,4.33,bends#3537,2022-07-27T22:00:00.000Z,
11070,1228,upcom check call today ,for our upcoming check-in call today! ,4.0,Almond | oyealmond#7049,2022-08-10T22:00:00.000Z,
11071,1229,great team ,for being a great team ,2.83,mateodaza#3156,2022-07-27T22:00:00.000Z,
11074,1232,great team ,for being a great team ,4.33,Carlos096#8712,2022-07-27T22:00:00.000Z,
11081,1239,great dev mate ,for being great dev mates ,3.67,Carlos096#8712,2022-08-10T22:00:00.000Z,
11084,1242,schedul check today 🙂 ,scheduling a check up for today 🙂 ,4.0,WhyldWanderer#7002,2022-08-03T22:00:00.000Z,
11089,1247,prais 😄 ,Just Praise 😄 ,0.33,divine_comedian#5493,2022-07-20T22:00:00.000Z,
11094,1252,great dev team ,for being a great dev team! ,5.0,mohammad_ranjbar_z#2709,2022-07-27T22:00:00.000Z,
11095,1253,show help resolv issu temporari ,who showed up and helps resolve the issue (temporary) ! ,13.0,MoeShehab#3487,2022-08-14T22:00:00.000Z,
11096,1254,effort epic 💜 ,for all their efforts on this Epic 💜 ,8.0,Mo 🤖#0356,2022-07-18T22:00:00.000Z,
11098,1256,provid local offramp knowledg support project owner ,for providing local offramping knowledge to support project-owner ,21.0,Tosin#8012,2022-07-27T22:00:00.000Z,
11100,1258,put togeth amaz bitdao propos walk help ,for putting together an amazing BitDAO proposal and walking me through how I can help ,8.0,Yass#3392,2022-08-07T22:00:00.000Z,
11101,1259,complet  week graviton train togeth lot great practic experi desir learn better disput resolut aris everyday life insid outsid tool ,"for completing 10 weeks Graviton training together with lot of great practical experience and desire to learn and be better in any dispute resolution arising in everyday life, inside and outside ourselves. Now we have all the tools. ",13.6,bends#3537,2022-07-27T22:00:00.000Z,
11102,1260,creat great event templat help coordin comm oper futur event ,for creating such a great event template to help coordinate comms and operations for all future events ,13.0,WhyldWanderer#7002,2022-08-03T22:00:00.000Z,
11103,1261,take donor relat cool approach ,for taking on donor relations with such a cool approach! ,13.0,Jake🐍#0203,2022-08-14T22:00:00.000Z,
11104,1262,collab bitdao blog get today ,on collab on bitdao blog to get it out today ,13.6,karmaticacid#1218,2022-08-04T22:00:00.000Z,
11107,1265,great help set angel vault farm ,for being a great help on setting up angel vault farm ,34.0,dhtal#0463,2022-07-20T22:00:00.000Z,
11108,1266,offer help recov account 💚 ,for offering to help me recover my account 💚 ,8.0,WhyldWanderer#7002,2022-08-14T22:00:00.000Z,
11110,1268,stay commun call talk favorit project ,for staying in the community call and talk about their favorite projects ,8.0,WhyldWanderer#7002,2022-08-10T22:00:00.000Z,
11112,1270,test get mani issu ,for testing and getting through so many issues ,13.0,Giantkin#8403,2022-08-11T22:00:00.000Z,
11114,1272,visit freshel send good vibe ,for visiting Freshelle and sending good vibes to her. ,13.0,Rodricast#1415,2022-07-24T22:00:00.000Z,
11115,1273,presenc ethcc pari ,presence at ethcc Paris ,8.0,kristofer#1475,2022-07-20T22:00:00.000Z,
11119,1277,help onboard project ,for helping to onboard his project ,8.0,raazz,2022-08-12T22:00:00.000Z,
11122,1280,help provid xp server ,for help provided on his xp with this server ,8.0,divine_comedian#5493,2022-08-08T22:00:00.000Z,
11124,1282,connect digit world ,for connecting me with digital world. ,8.0,WhyldWanderer#7002,2022-08-09T22:00:00.000Z,
11125,1283,devop support linkedin ,and for devops support with LinkedIn ,13.0,WhyldWanderer#7002,2022-07-20T22:00:00.000Z,
11126,1284,killer   realli get brain move monday ,and for killer 1:1 and really getting the brain moving on this monday ,8.0,WhyldWanderer#7002,2022-08-14T22:00:00.000Z,
11128,1286,send giv back vest ,for sending the GIV back from vesting ,13.0,freshelle#9882,2022-08-03T22:00:00.000Z,
11129,1287,great team ,for being a great team ,3.2,Alireza7612#3020,2022-07-27T22:00:00.000Z,
11130,1288,allow help mandatori updat email creation ,for allowing me to help with mandatory update emails creation ,13.0,WhyldWanderer#7002,2022-08-10T22:00:00.000Z,
11131,1289,interest givpow test part ,for the interest in the GIVpower testing part ,13.0,Nikola Creatrix#5026,2022-08-03T22:00:00.000Z,
11133,1291,help w katya onboard ,for helping w/ Katya's onboarding! ,13.0,Cori#8483,2022-07-31T22:00:00.000Z,
11135,1293,support coordin angel vault test ,for the support & coordination in Angel Vault testing ,34.0,karmaticacid#1218,2022-07-31T22:00:00.000Z,
11136,1294,detail interview upcom eth conf articl ,for details on their interviews for the upcoming ETH conf article ,13.0,Danibelle the Uno and Only#6791,2022-08-03T22:00:00.000Z,
11138,1296,anoth amaz   call thank alway make time chat go giveth life sometim person life 🙂 ,"for another amazing 1:1 call, thanks for always making time to chat about what's going on in my Giveth life...and sometimes personal life. 🙂 ",5.0,WhyldWanderer#7002,2022-07-31T22:00:00.000Z,
11140,1298,great dev mate ,for being great dev mates ,5.0,mohammad_ranjbar_z#2709,2022-08-10T22:00:00.000Z,
11142,1300,amaz catch call yesterday updat matter ,to for an amazing catch up call yesterday and updates on some matters ,8.0,freshelle#9882,2022-08-03T22:00:00.000Z,
11143,1301,cover giveth commun call ,for covering for me in the giveth community call ,8.0,divine_comedian#5493,2022-07-29T22:00:00.000Z,
11146,1304,sync devop stuff follow improv differ test environ ,for syncing up on devops stuff and for following up and improving our different testing environments ,21.0,MoeNick#1374,2022-08-10T22:00:00.000Z,
11147,1305,jump call chat improv donor flow ,to for jumping on a call to chat about improvements to donor flow ,8.0,Mo 🤖#0356,2022-08-03T22:00:00.000Z,
11148,1306,brainstorm comm plan event featur releas connect linkedin planabl 💜 ,"for a brainstorm on comms planning for events or feature releases, and for connecting Linkedin to Planable 💜 ",13.0,WhyldWanderer#7002,2022-07-31T22:00:00.000Z,
11149,1307,make mural giveth hous x beauti ,for making the mural at the Giveth house 100x more beautiful!!!! ,34.0,hanners717#2022,2022-08-03T22:00:00.000Z,
11151,1309,send giv back vest ,for sending the GIV back from vesting ,8.0,WhyldWanderer#7002,2022-08-03T22:00:00.000Z,
11152,1310,sort problem contributor ,for sorting out the problem we had for a contributor. ,13.6,ahmad#7204,2022-08-10T22:00:00.000Z,
11153,1311,top test ,for being on top of testing! ,8.0,divine_comedian#5493,2022-08-03T22:00:00.000Z,
11155,1313,frontend hero best keep dapp beauti function ,frontend heroes for being the best and keeping our dapp beautiful and functional ,13.0,Alireza7612#3020,2022-08-03T22:00:00.000Z,
11158,1316,tech support discord ,for her tech support with Discord ,8.0,WhyldWanderer#7002,2022-08-03T22:00:00.000Z,
11162,1320,creat wick sweet givpow stake graphic ,for creating a wicked sweet GIVpower staking graphic ,13.0,divine_comedian#5493,2022-08-03T22:00:00.000Z,
11163,1321,effort blog post bitdao propos ,and for their effort on the blog post for BitDAO proposal ,34.0,Sym#3186,2022-08-02T22:00:00.000Z,
11164,1322,coordin reimurs ,for coordinating reimursements ,1.3,freshelle#9882,2022-08-03T22:00:00.000Z,
11165,1323,part upcom connect group team format call think next step group ,for being part of the upcoming connect group team formation call to think about the next steps for the group ,8.0,Oki - @okiave💜🐙,2022-07-28T22:00:00.000Z,
11167,1325,tech support help payment ,for her tech support and help with payments ,8.0,freshelle#9882,2022-08-10T22:00:00.000Z,
11170,1328,great givpow test parti ,for the great GIVpower testing party ,5.6,ClaraZi#5313,2022-08-03T22:00:00.000Z,
11171,1329,kill donor reach social badass updat connect wg today commun call ,"for killing it with donor out reach, socials & for doing a badass update of connect WG today in the community call ",21.0,Jake🐍#0203,2022-08-03T22:00:00.000Z,
11177,1335,improv draft nice token pfp thread ,for improving my draft of the $nice token PFP thread ,13.0,Almond | oyealmond#7049,2022-08-09T22:00:00.000Z,
11178,1336,great team ,for being a great team ,5.0,mohammad_ranjbar_z#2709,2022-07-27T22:00:00.000Z,
11180,1338,frontend hero ,for being frontend heroes ,3.2,Alireza7612#3020,2022-07-27T22:00:00.000Z,
11181,1339,show contract info need ,for showing me all the contracts info I needed! ,8.0,Amin#2164,2022-07-27T22:00:00.000Z,
11182,1340,great buddi alway make space sync ,for being a great buddy and always making space to sync up 1on1 ,8.0,WhyldWanderer#7002,2022-08-10T22:00:00.000Z,
11183,1341,great dev team ,for being a great dev team! ,8.0,Alireza7612#3020,2022-07-27T22:00:00.000Z,
11185,1344,help deal tricki hr offboard situat week love learn ,for helping deal with a tricky HR offboarding situation this week. I love learning from you! ,23.8,ahmad#7204,2022-08-10T22:00:00.000Z,
11186,1345,help switch hourli tell log billabl ,for helping me switch to hourly and telling me how to log my billables ,8.0,freshelle#9882,2022-08-03T22:00:00.000Z,
11188,1347,secur meet powerinsid meet went well ,and for doing security meetings and the PowerInside meeting which went well ,13.0,geleeroyale#3228,2022-08-03T22:00:00.000Z,
11189,1348,incred support behind angel vault launch mad ,for the incredible support behind all the Angel Vault launch madness ,23.8,karmaticacid#1218,2022-08-03T22:00:00.000Z,
11190,1349,inform support encourag rock 🤘🙏💚😊 ,"for the information support and encouragement, you rock 🤘🙏💚😊 ",8.0,WhyldWanderer#7002,2022-08-10T22:00:00.000Z,
11191,1350,content plan execut ,for content planning and execution! ,34.0,Sym#3186,2022-08-03T22:00:00.000Z,
11192,1351,giveth ichi gleam campaign ,for the giveth ichi gleam campaign ,21.0,Cori#8483,2022-08-10T22:00:00.000Z,
11193,1352,get better ❤️ ❤️ ,for getting better ❤️ ❤️ ,5.0,freshelle#9882,2022-08-03T22:00:00.000Z,
11194,1353,great commun build sync yesterday ,for a great Community Building sync yesterday ,5.0,WhyldWanderer#7002,2022-07-27T22:00:00.000Z,
11196,1355,amaz team ,for be amazing team! ,5.0,Mo 🤖#0356,2022-08-03T22:00:00.000Z,
11199,1358,organ eth bcn reimburs ,for organizing eth bcn reimbursements ,13.0,freshelle#9882,2022-08-10T22:00:00.000Z,
11200,1359,great givpow test parti ,for the great GIVpower testing party ,5.03,Rohekbenitez#8753,2022-08-03T22:00:00.000Z,
11201,1360,part upcom connect group team format call think next step group ,for being part of the upcoming connect group team formation call to think about the next steps for the group ,13.0,WhyldWanderer#7002,2022-07-28T22:00:00.000Z,
11204,2,everyon shown interest kpi session ,and everyone that has shown interest on the KPIs session ,54.0,ClaraZi#5313,2022-08-17T22:00:00.000Z,
11207,5,get ball roll make interview giveth sea hertz radio spanish ,and for getting the ball rolling on making an interview for Giveth on Sea of Hertz radio in Spanish ,62.0,miguelb#5176,2022-08-22T22:00:00.000Z,
11209,7,fix new categori issu ,and for fixes on new categories issues. ,57.67,Ramin#4479,2022-08-31T22:00:00.000Z,
11212,10,find two great candid open posit ,for finding two great candidates for our open positions ,49.13,hanners717#2022,2022-08-17T22:00:00.000Z,
11213,11,jump test issu great start ,For jumping on testing issues and great starting ,49.13,Maryjaf#2478,2022-08-31T22:00:00.000Z,
11215,13,jump implement defi llama ,For jumping to implementing defi llama ,56.83,mateodaza#3156,2022-08-31T22:00:00.000Z,
11219,17,set vpn ,for setting up the VPN. ,5.5,geleeroyale#3228,2022-09-11T22:00:00.000Z,
11220,18, great ama session angel vault ,& for the great AMA session on the Angel Vault ,35.17,karmaticacid#1218,2022-08-17T22:00:00.000Z,
11221,19,implement defi lama ,for implementing defi lama. ,7.33,mateodaza#3156,2022-09-02T22:00:00.000Z,
11222,20,defi llama ,for defi llama! ,16.83,mateodaza#3156,2022-09-07T22:00:00.000Z,
11223,21,defi llama adapt left right thank man ,"for defi llama, adapters left and right! Thank you man! ",6.63,mateodaza#3156,2022-09-11T22:00:00.000Z,
11225,23,push hard defi llama ,For pushing hard on defi llama ,6.2,mateodaza#3156,2022-09-10T22:00:00.000Z,
11226,24,report import bug ,for reporting an IMPORTANT bug. ,84.67,KryptorkID,2022-08-20T22:00:00.000Z,
11227,25,set new vpn ,for setting up new vpn! ,5.5,geleeroyale#3228,2022-09-07T22:00:00.000Z,
11228,26,set new vpn giveth ,for setting up a new vpn for giveth ,56.83,geleeroyale#3228,2022-09-05T22:00:00.000Z,
11229,27,set tokan log giveth roadmap yaaay ,for setting up tokan log for GIVETH ROADMAP. yaaay! ,66.33,VitorNunes#0090,2022-08-31T22:00:00.000Z,
11230,28,special soh show ft giveth ,for having a special SOH show ft. Giveth! ,62.0,miguelb#5176,2022-09-08T22:00:00.000Z,
11234,32,alreadi vote could pleas 🙂 ,and that had already voted... Could you please do it again?? 🙂 ,32.67,ahmad#7204,2022-09-05T22:00:00.000Z,
11237,35,amin hhhh ,for being Amin hhhh ,31.67,Amin#2164,2022-09-14T22:00:00.000Z,
11238,36,sync dashboard ,for syncing about Dashboards. ,31.37,mohammad_ranjbar_z#2709,2022-08-31T22:00:00.000Z,
11239,37,continu endless behind scene support ,for continued and endless behind the scenes support ,33.33,Nicbals#2154,2022-09-07T22:00:00.000Z,
11241,39,alway taken much giveth ,as he is always taken on so much at Giveth ,15.97,Cotabe#4096,2022-09-05T22:00:00.000Z,
11247,45,rock commun builder weekli call even without warn grat ,"for rocking the Community builders weekly call, even without warning. You did grat ",5.77,Jake🐍#0203,2022-08-29T22:00:00.000Z,
11248,46,back facilit gov call week ,for being back and facilitating the gov call this week! ,32.03,divine_comedian#5493,2022-09-14T22:00:00.000Z,
11249,47,test mandatori updat clarifi spec ,for testing mandatory updates and clarifying the specs ,35.0,WhyldWanderer#7002,2022-09-13T22:00:00.000Z,
11250,48,sync notif set ,and for sync over the notification settings ,35.0,Carlos096#8712,2022-09-13T22:00:00.000Z,
11252,50,run call other 🙂 ,for running some of the calls while others were out! 🙂 ,6.77,Cotabe#4096,2022-09-14T22:00:00.000Z,
11254,52,run govern call smoothli ,for running governance call smoothly : ) ,43.67,Jake🐍#0203,2022-08-30T22:00:00.000Z,
11255,53,precis tester call better understand system ,for being such a precise tester and having call with for better understanding the system ,48.27,Ramin#4479,2022-09-14T22:00:00.000Z,
11257,55,settl plan scale infrastructur ,and for settling on a plan to scale our infrastructure ,43.67,mohammad_ranjbar_z#2709,2022-08-31T22:00:00.000Z,
11258,56,fix auth dev servic ,for fixing auth in the dev service. ,43.67,mohammad_ranjbar_z#2709,2022-09-04T22:00:00.000Z,
11259,57,sinc abl unmut constant support ,"Since I'm not able to unmute myself, his constant support ",12.63,Cotabe#4096,2022-09-07T22:00:00.000Z,
11261,59,help github repo access use github action autom ,"for helping out with github repo access, for use with github actions and automation ",43.67,mohammad_ranjbar_z#2709,2022-08-28T22:00:00.000Z,
11262,60,facilit notetak mani call peopl away ,for facilitating and notetaking in so many calls while people have been away ,14.57,Cotabe#4096,2022-09-14T22:00:00.000Z,
11263,61,givpow boost backend ,and for GIVpower boosting backend ,36.67,Amin#2164,2022-08-31T22:00:00.000Z,
11265,63,fast respons refactor ui optim send request server ,For their fast response for refactoring UI to optimize sending requests to server ,33.03,Ramin#4479,2022-08-16T22:00:00.000Z,
11266,64,find issu promptli ,for finding issues promptly! ,36.67,ClaraZi#5313,2022-08-31T22:00:00.000Z,
11267,65,latest releas ,For latest release ,38.33,Carlos096#8712,2022-08-16T22:00:00.000Z,
11268,66,latest releas ,For latest release ,41.0,Ramin#4479,2022-08-16T22:00:00.000Z,
11269,67,backend hero ,for being backend heroes ,11.63,Carlos096#8712,2022-08-31T22:00:00.000Z,
11272,70,hold commun comm fort last coupl week ,for holding the community and comms fort these last couple of weeks. ,11.63,Cotabe#4096,2022-09-07T22:00:00.000Z,
11274,72,great code wrote notif center ,for the great codes that we wrote for notification-center ,52.33,Carlos096#8712,2022-08-21T22:00:00.000Z,
11275,73,respons fix bug add automat test review code hotfixex ,"For being responsible for fixing bugs, add automatic tests, review codes and hotfixex ",52.33,Carlos096#8712,2022-08-31T22:00:00.000Z,
11276,74,take care dao burn man ,for taking care of the DAO during Burning Man ,18.63,Cotabe#4096,2022-08-31T22:00:00.000Z,
11278,76,late night coordin migrat test contract görli ,for late night coordination to migrate test contracts to görli ,41.0,Amin#2164,2022-08-15T22:00:00.000Z,
11280,78,jump notif center make dapp better ,For jumping on notification-center and making Dapp better ,35.83,Ramin#4479,2022-08-31T22:00:00.000Z,
11281,79,fix request issu ,for fixing the request issue! ,45.33,Ramin#4479,2022-08-15T22:00:00.000Z,
11283,81,ad automat test notif center ,For adding some automatic tests to notification-center ,41.0,Carlos096#8712,2022-08-27T22:00:00.000Z,
11284,82,close two new hire week ,for closing two new hires this week ,41.0,hanners717#2022,2022-08-17T22:00:00.000Z,
11285,83,awesom overse lot platform ,for being awesome and overseeing a lot on the platform ,14.3,Cotabe#4096,2022-08-31T22:00:00.000Z,
11286,84, ashley other take call break burner ,@ashley (others?!) for taking over calls during the break of the Burners! ,8.0,Cotabe#4096,2022-08-31T22:00:00.000Z,
11288,86,awesom overse lot platform ,for being awesome and overseeing a lot on the platform ,34.0,Cotabe#4096,2022-08-31T22:00:00.000Z,
11289,87,notificaiton center implementig featur write test ,for all he did on notificaiton-center ( implementig features and writing tests) ,63.67,Carlos096#8712,2022-08-28T22:00:00.000Z,
11290,88,push hard defi llama ,For pushing hard on defi llama ,45.33,Carlos096#8712,2022-09-10T22:00:00.000Z,
11291,89,top chang givingblock integr ,for being on top of Change and GivingBlocks integration! ,63.67,WhyldWanderer#7002,2022-08-24T22:00:00.000Z,
11294,92,set everyth givpow test ,for setting up everything for the GIVpower testing ,14.3,Amin#2164,2022-08-24T22:00:00.000Z,
11295,93,much activ attent guidanc giveth late ,"for so much activity, attention and guidance of Giveth of late! ",18.63,Cotabe#4096,2022-09-07T22:00:00.000Z,
11296,94,awesom tech support hero detect colombo help solv support issu improv implement new dapp verif adminbro ,for being an awesome tech support hero detective Colombo and helping me to solve some support issues and improve the implementation of new Dapp for Verification in AdminBro ,48.0,Carlos096#8712,2022-09-07T22:00:00.000Z,
11297,95,alreadi jump learn smart contract ,for already jumping into our learning about our smart contracts. ,48.0,Kurt_M#7842,2022-09-14T22:00:00.000Z,
11298,96,fill gap mani us afk 💜 doubl prais ,again for filling in all of the gaps while so many of us were AFK 💜 Double praise!! ,5.93,Cotabe#4096,2022-09-14T22:00:00.000Z,
11300,98,fix secur issu impact graph ,for fixing some security issues of impact-graph ,48.0,Carlos096#8712,2022-09-14T22:00:00.000Z,
11301,99,back test take charg meet ,for being back to test and taking charge of meetings! ,43.67,divine_comedian#5493,2022-09-14T22:00:00.000Z,
11306,104,realli step team away burn man ,for really stepping up while the team was away at burning man! ,39.63,Cotabe#4096,2022-09-14T22:00:00.000Z,
11307,105,take meet great ,for taking on ALL THE MEETINGS and DOING IT GREAT ,15.0,Cotabe#4096,2022-08-31T22:00:00.000Z,
11308,106,put togeth nft auction favor giveth mental health project great dao alli ,"for putting together an NFT auction in favor of GIveth's Mental Health projects, and for being a great DAO ally ",43.67,Terexitarius,2022-09-05T22:00:00.000Z,
11309,107,run smooth flow commun call nonstop inform 👏 ,for running a smooth flowing communications call. Nonstop information 👏 ,11.8,ahmad#7204,2022-08-29T22:00:00.000Z,
11313,111,fix issu prepar test env test parti ,for fixing the issue and preparing the test env for test party. ,48.0,Amin#2164,2022-08-24T22:00:00.000Z,
11315,113,execut reimburs ,for executing the reimbursements ,55.0,"Griff (💜,💜)#8888",2022-08-17T22:00:00.000Z,
11317,115,make sure set thing straight vest ,for making sure we set things straight on vesting! ,43.67,divine_comedian#5493,2022-08-17T22:00:00.000Z,
11318,116,alway meticul ad test prevent futur error ,for always meticulously adding tests to prevent future errors ,48.0,mohammad_ranjbar_z#2709,2022-09-13T22:00:00.000Z,
11319,117,send reimburs ,for sending out reimbursements! ,5.5,"Griff (💜,💜)#8888",2022-08-17T22:00:00.000Z,
11320,118,facilit commun call week ,for facilitating the community call this week ,4.37,Cotabe#4096,2022-08-31T22:00:00.000Z,
11321,119,fix issu dapp quickli ,For fixing issues on Dapps quickly ,48.0,Carlos096#8712,2022-09-13T22:00:00.000Z,
11322,120,badass stun geniu giv givpow infograph sooooo gret ,"for the most badass, stunning, and genius GIV&GIVpower infographic, it is sooooo gret ",59.33,Rodricast#1415,2022-08-16T22:00:00.000Z,
11323,121,amaz giv info graphic ,for the amazing giv info graphic ,5.93,Rodricast#1415,2022-08-16T22:00:00.000Z,
11324,122, ashley other take call break burner ,@ashley (others?!) for taking over calls during the break of the Burners! ,19.03,ahmad#7204,2022-08-31T22:00:00.000Z,
11325,123,review givpow pr bring brilliant idea ,for reviewing GIVpower PRs and bringing brilliant ideas ,59.33,gabi,2022-08-24T22:00:00.000Z,
11326,124, prais volunt take shift incid manag ,!praise and for volunteering to take shifts in our incident management ,59.33,mohammad_ranjbar_z#2709,2022-08-31T22:00:00.000Z,
11327,125,run great session giveth gp last week 👌 ,for running a great session on Giveth GPS's last week! 👌 ,6.5,Cotabe#4096,2022-08-21T22:00:00.000Z,
11329,127,take time enjoy burn man ,for taking time off! enjoy burning man! ,22.77,"Griff (💜,💜)#8888",2022-08-31T22:00:00.000Z,
11332,130,burner take break wonder place contact beauti soul shine desert ,"our Burners for taking a break at a wonderful place of contact , , , and all the other beautiful souls shining in the desert ",0.53,"Griff (💜,💜)#8888",2022-08-31T22:00:00.000Z,
11333,131,burner take break wonder place contact beauti soul shine desert ,"our Burners for taking a break at a wonderful place of contact , , , and all the other beautiful souls shining in the desert ",18.87,karmaticacid#1218,2022-08-31T22:00:00.000Z,
11336,134,strong tough time suga ,for being strong during these tough times... we're here for you Suga! ,23.67,Dr. Suga#8514,2022-08-31T22:00:00.000Z,
11337,135,implement notif set ,for implementing notification setting. ,7.83,Ramin#4479,2022-09-02T22:00:00.000Z,
11338,136,patient debug subgraph get readi new version ,for patiently debugging with me the subgraph and getting it ready with the new version ,27.0,Amin#2164,2022-09-06T22:00:00.000Z,
11341,139,effort help dao vote issu ,and for their effort in helping me with the dao voting issue ,27.0,Giantkin#8403,2022-08-24T22:00:00.000Z,
11342,140,mtm engag team collab format ,for MTM engagement and team and collab formation ,20.43,WhyldWanderer#7002,2022-09-14T22:00:00.000Z,
11343,141,move forward meet maker plan ,for moving forward on Meet the Makers planning ,24.33,Nikola Creatrix#5026,2022-08-17T22:00:00.000Z,
11344,142,facilit ama call ,for facilitating the AMA call with me!!! ,24.33,Almond | oyealmond#7049,2022-08-30T22:00:00.000Z,
11347,145,set giveth email ,for setting up giveth emails! ,27.0,geleeroyale#3228,2022-09-07T22:00:00.000Z,
11348,146,give great interview around web social impact webweekli ,for giving a great interview around Web3 and social impact for Web3Weekly! ,27.0,Cotabe#4096,2022-08-31T22:00:00.000Z,
11349,147,hold commun comm fort last coupl week ,for holding the community and comms fort these last couple of weeks. ,28.0,ahmad#7204,2022-09-07T22:00:00.000Z,
11352,150,great hero prepar api need ,"for being great hero, and prepare all APIs we need. ",32.33,mohammad_ranjbar_z#2709,2022-09-11T22:00:00.000Z,
11353,151,quick respond challeng digit connect support requir ,for her quick respond to my challenges in digital connects and other support I require. ,23.67,WhyldWanderer#7002,2022-08-23T22:00:00.000Z,
11355,153,demo new frontend test platform ,for demoing new frontend testing platform ,22.83,Alireza7612#3020,2022-08-24T22:00:00.000Z,
11357,155,connect boost modal back end help us readi sooner ,for connecting the boost modal to the back-end and helping us to be ready sooner. ,28.0,Alireza7612#3020,2022-09-11T22:00:00.000Z,
